id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
522,blitzle,eléctrico,None,lightning-rod,motor-drive,29.8,0.8,Aparece cuando nubes envueltas en rayos encapotan el cielo. Atrapa rayos con su crin y almacena electricidad.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png
523,zebstrika,eléctrico,None,lightning-rod,motor-drive,79.5,1.6,"Es un Pokémon con mucho temperamento. Cuando se enoja, lanza rayos desde su crin en todas direcciones.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png
524,roggenrola,roca,None,sturdy,weak-armor,18.0,0.4,"Su oreja tiene forma hexagonal. Su cuerpo fue comprimido bajo tierra. Por eso, es duro como el acero.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png
525,boldore,roca,None,sturdy,weak-armor,102.0,0.9,La energía que no puede contener en el interior de su cuerpo se escapa formando cristales naranjas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png
526,gigalith,roca,None,sturdy,sand-stream,260.0,1.7,"Absorbe los rayos solares, procesa esa energía en su núcleo y lanza poderosas bolas de luz a sus enemigos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png
527,woobat,psíquico,volador,unaware,klutz,2.1,0.4,Vive en bosques oscuros y cavernas. Emite ultrasonidos por la nariz para saber todo lo que pasa a su alrededor.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png
528,swoobat,psíquico,volador,unaware,klutz,10.5,0.9,"Cuando emite ondas ultrasónicas, que incluso pueden reventar el cemento, agita su cola con vehemencia.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png
529,drilbur,tierra,None,sand-rush,sand-force,8.5,0.3,"Cuando junta las garras y comienza a dar vueltas frenéticas, avanza bajo tierra a gran velocidad.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png
530,excadrill,tierra,acero,sand-rush,sand-force,40.4,0.7,Su taladro ha evolucionado y es capaz de atravesar una lámina de hierro. Es muy útil para construir túneles.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png
531,audino,normal,None,healer,regenerator,31.0,1.1,"Con las antenas de sus oídos, perciben el estado de un rival o predicen cuándo va a eclosionar un Huevo Pokémon.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png
532,timburr,lucha,None,guts,sheer-force,12.5,0.6,Siempre lleva vigas de madera. Normalmente ayuda en obras de construcción.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png
533,gurdurr,lucha,None,guts,sheer-force,40.0,1.2,"Gracias a su entrenada musculatura, puede blandir vigas de acero sin problema para así derribar edificios enteros.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png
534,conkeldurr,lucha,None,guts,sheer-force,87.0,1.4,Se cree que Conkeldurr enseñó a los humanos la técnica para elaborar cemento hace más de 2000 años.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png
535,tympole,agua,None,swift-swim,hydration,4.5,0.5,Emite sonidos imperceptibles para los humanos con la vibración de sus mejillas y advierte de algún peligro a los suyos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png
536,palpitoad,agua,tierra,swift-swim,hydration,17.0,0.8,"Cuando hace vibrar el bulto de su cabeza, no solo se embravece el mar, sino que la tierra también tiembla.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png
537,seismitoad,agua,tierra,swift-swim,poison-touch,62.0,1.5,Aumenta la potencia de sus puñetazos haciendo vibrar sus puños. Es capaz de quebrar una roca de un solo golpe.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png
538,throh,lucha,None,guts,inner-focus,55.5,1.3,Aumenta su potencia si se aprieta el cinturón. Un Throh salvaje teje su propio cinturón usando lianas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png
539,sawk,lucha,None,sturdy,inner-focus,51.0,1.4,"Para lograr dominar las técnicas de kárate más letales, se retiran a las montañas y entrenan día y noche.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png
540,sewaddle,bicho,planta,swarm,chlorophyll,2.5,0.3,Recorta hojas y las teje con el líquido viscoso que segrega por la boca para hacerse su propia ropa.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png
541,swadloon,bicho,planta,leaf-guard,chlorophyll,7.3,0.5,La vegetación abunda en los bosques que habita. Este Pokémon transforma las hojas caídas en nutrientes.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png
542,leavanny,bicho,planta,swarm,chlorophyll,20.5,1.2,"Si se encuentra con un Pokémon joven, segrega por la boca hilos pegadizos con los que le teje una prenda de ropa.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png
543,venipede,bicho,veneno,poison-point,swarm,5.3,0.4,"Percibe su entorno con su sentido del tacto, residente en su cabeza y cola. Su carácter es violento por naturaleza.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png
544,whirlipede,bicho,veneno,poison-point,swarm,58.5,1.2,Lo protege un duro caparazón. Gira como una rueda y realiza brutales placajes contra sus enemigos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png
545,scolipede,bicho,veneno,poison-point,swarm,200.5,2.5,Atenaza a sus presas con las garras que sobresalen de su cuello hasta que no se pueden mover y las remata con veneno.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png
546,cottonee,planta,hada,prankster,infiltrator,0.6,0.3,Despide motas de algodón cuando lo atacan para confundir a los enemigos y poner pies en polvorosa.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png
547,whimsicott,planta,hada,prankster,infiltrator,6.6,0.7,Aparecen en medio de un torbellino y entran en las casas para descolocar los muebles o esparcir algodón por doquier.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png
548,petilil,planta,None,chlorophyll,own-tempo,6.6,0.5,"Mordisquear las hojas de su cabeza permite recuperar toda la vitalidad, a pesar de que están muy amargas.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png
549,lilligant,planta,None,chlorophyll,own-tempo,16.3,1.1,El aroma de la flor de su tocado relaja a cualquiera a su alrededor. Hay que cuidarle mucho para que no se marchite.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png
550,basculin-red-striped,agua,None,reckless,adaptability,18.0,1.0,"Los de color azul y los de color rojo siempre se pelean. Son muy violentos, pero su sabor es excepcional.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png
551,sandile,tierra,siniestro,intimidate,moxie,15.2,0.7,"Se desplaza hundido en la arena, dejando al descubierto solo los ojos y la nariz. Una membrana negra le protege los ojos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/551.png
552,krokorok,tierra,siniestro,intimidate,moxie,33.4,1.0,Viven en manadas. La membrana que cubre sus ojos los protege de la arena.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/552.png
553,krookodile,tierra,siniestro,intimidate,moxie,96.3,1.5,Un Pokémon bastante violento. Ataca todo lo que se mueva delante de él con sus mortíferas mandíbulas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/553.png
554,darumaka,fuego,None,hustle,inner-focus,37.5,0.6,"Como sus excrementos están muy calientes, la gente de antaño se los metía en los bolsillos para calentarse.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/554.png
555,darmanitan,fuego,None,sheer-force,zen-mode,92.9,1.3,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png
556,maractus,planta,None,water-absorb,chlorophyll,28.0,1.0,Espanta a los Pokémon pájaro con un baile rápido y haciendo ruido para evitar que picoteen las semillas de sus flores.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/556.png
557,dwebble,bicho,roca,sturdy,shell-armor,14.5,0.3,"Abre un agujero en la roca y vive en él. Si la roca se resquebraja, no se queda tranquilo hasta que no encuentra otra.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/557.png
558,crustle,bicho,roca,sturdy,shell-armor,200.0,1.4,Su inmensa capacidad motriz le permite desplazarse cargando a sus espaldas rocas enormes durante días.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/558.png
559,scraggy,siniestro,lucha,shed-skin,moxie,11.8,0.6,"Se sube la piel hasta el cuello para defenderse. Su elasticidad, similar a la de una goma, reduce el daño recibido.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/559.png
560,scrafty,siniestro,lucha,shed-skin,moxie,30.0,1.1,"Se protege de los ataques con la muda de su piel mientras reparte patadas. Cuanto mayor es su cresta, más se le respeta.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/560.png
561,sigilyph,psíquico,volador,wonder-skin,magic-guard,14.0,1.4,Fue la deidad protectora de una ciudad milenaria. Ataca con su poder psíquico a los enemigos que invaden su territorio.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/561.png
562,yamask,fantasma,None,mummy,None,1.5,0.5,Almas de humanos sepultados en tumbas que han adquirido forma de Pokémon. Recuerdan su vida antes de la muerte.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/562.png
563,cofagrigus,fantasma,None,mummy,None,76.5,1.7,Se comenta que engulle a todo humano que se le acerca y lo momifica. Su comida favorita son las pepitas de oro.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/563.png
564,tirtouga,agua,roca,solid-rock,sturdy,16.5,0.7,Ya pululaba por las aguas hace 100 millones de años. También va a tierra a veces en busca de alimento.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/564.png
565,carracosta,agua,roca,solid-rock,sturdy,81.0,1.2,Vive en el mar y en la superficie. Sus garras pueden abrir un agujero en el fondo de un petrolero.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/565.png
566,archen,roca,volador,defeatist,None,9.5,0.5,Pokémon que renació de un fósil. Dicen que es el antepasado de todos los Pokémon pájaro.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/566.png
567,archeops,roca,volador,defeatist,None,32.0,1.4,Levanta el vuelo tras coger carrerilla. Coopera con sus compañeros de bandada para atrapar a sus presas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/567.png
568,trubbish,veneno,None,stench,sticky-hold,31.0,0.6,Pokémon nacido de la reacción química entre una bolsa de basura y residuos industriales.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/568.png
569,garbodor,veneno,None,stench,weak-armor,107.3,1.9,Apresa a su rival con el brazo izquierdo y le da el golpe de gracia exhalando por la boca un apestoso gas venenoso.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/569.png
570,zorua,siniestro,None,illusion,None,12.5,0.7,Adopta la apariencia de su enemigo para engañarlo vilmente y aprovecha su estupor para poner tierra por medio.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/570.png
571,zoroark,siniestro,None,illusion,None,81.1,1.6,Tiene la facultad de confundir a muchos humanos a la vez. Protege su guarida creando un paisaje ilusorio.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/571.png
572,minccino,normal,None,cute-charm,technician,5.8,0.4,Se saludan entre sí frotándose con la cola y limpiándose a conciencia.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/572.png
573,cinccino,normal,None,cute-charm,technician,7.5,0.5,El pelo que cubre su cuerpo proporciona una agradable sensación al tocarlo. No acumula ni polvo ni electricidad estática.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/573.png
574,gothita,psíquico,None,frisk,competitive,5.8,0.4,Amplifica su poder psíquico con sus antenitas en forma de lazo. Siempre está mirando algo fijamente.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/574.png
575,gothorita,psíquico,None,frisk,competitive,18.0,0.7,"La luz de las estrellas origina su poder. De noche, marca su posición haciendo levitar piedras con su poder psíquico.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/575.png
576,gothitelle,psíquico,None,frisk,competitive,44.0,1.5,Su inmenso poder psíquico distorsiona el espacio y le permite reflejar incluso estrellas a años luz de distancia.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/576.png
577,solosis,psíquico,None,overcoat,magic-guard,1.0,0.3,"Gracias a la sustancia viscosa que envuelve su cuerpo, permanece tranquilo por dura o rigurosa que sea la situación.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/577.png
578,duosion,psíquico,None,overcoat,magic-guard,8.0,0.6,"Cuando las dos partes de su cerebro piensan lo mismo, saca todo su poder a relucir.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/578.png
579,reuniclus,psíquico,None,overcoat,magic-guard,20.1,1.0,Hacen gala de su poder psíquico y mueven sus brazos compuestos de líquido para controlar rocas y hacerlas añicos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/579.png
580,ducklett,agua,volador,keen-eye,big-pecks,5.5,0.5,"Cuando se ve atacado, las plumas que lo recubren despiden ráfagas de agua que lo ayudan a escapar.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/580.png
581,swanna,agua,volador,keen-eye,big-pecks,24.2,1.3,"Aunque no lo parezca por su grácil elegancia, puede batir con fuerza las alas y volar durante miles de kilómetros.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/581.png
582,vanillite,hielo,None,ice-body,snow-cloak,5.7,0.4,Lanza un aliento de -50 °C. Crea bloques de nieve y es capaz de lograr que nieve a su alrededor.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/582.png
583,vanillish,hielo,None,ice-body,snow-cloak,41.0,1.1,Enfrían el aire a su alrededor y crean partículas de hielo mediante las cuales congelan a sus oponentes.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/583.png
584,vanilluxe,hielo,None,ice-body,snow-warning,57.5,1.3,"Si sus dos cabezas se irritan al mismo tiempo, genera una ventisca desde su cuerno cubriendo su entorno con nieve.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/584.png
585,deerling,normal,planta,chlorophyll,sap-sipper,19.5,0.6,"El color de su cuerpo cambia no solo con las estaciones, sino también con los cambios de humedad y temperatura.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png
586,sawsbuck,normal,planta,chlorophyll,sap-sipper,92.5,1.9,"Cambia de morada dependiendo de las estaciones. Observando sus cuernos, la gente sabe cuándo estas van a cambiar.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png
587,emolga,eléctrico,volador,static,motor-drive,5.0,0.4,Vive en la copa de los árboles. Produce descargas mientras vuela con el interior de la membrana que hace de capa.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/587.png
588,karrablast,bicho,None,swarm,shed-skin,5.9,0.5,"Si recibe un estímulo eléctrico al estar en contacto con un Shelmet, evoluciona.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/588.png
589,escavalier,bicho,acero,swarm,shell-armor,33.0,1.0,Se defienden de los ataques con el caparazón que roban a los Shelmet. Atacan con sus dos mortíferas lanzas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/589.png
590,foongus,planta,veneno,effect-spore,regenerator,1.0,0.2,"Gracias a su misterioso parecido a una Poké Ball, atrae a sus presas y lanza rápidamente esporas de veneno.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/590.png
591,amoonguss,planta,veneno,effect-spore,regenerator,10.5,0.6,"Aunque intenta pasar por parte superior de una Poké Ball para atraer a sus presas, consigue engañar a pocos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/591.png
592,frillish,agua,fantasma,water-absorb,cursed-body,33.0,1.2,"Paraliza a sus presas con veneno y las lleva a su morada, que se encuentra a 8000 m en el fondo del mar.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/592.png
593,jellicent,agua,fantasma,water-absorb,cursed-body,135.0,2.2,Su cuerpo se compone de agua salada. Dicen que ha construido un palacio en el fondo del mar con restos de barcos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/593.png
594,alomomola,agua,None,healer,hydration,31.6,1.2,"Vive flotando a la deriva en mar abierto. Siempre que encuentra un Pokémon herido, lo abraza y lo lleva a la costa.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/594.png
595,joltik,bicho,eléctrico,compound-eyes,unnerve,0.6,0.1,"No puede generar electricidad por sí mismo, así que se encarama a Pokémon grandes y absorbe su energía estática.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/595.png
596,galvantula,bicho,eléctrico,compound-eyes,unnerve,14.3,0.8,"Pone trampas con hilos electrificados. De este modo, electrocuta a sus enemigos y los inmoviliza por completo.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/596.png
597,ferroseed,planta,acero,iron-barbs,None,18.8,0.6,"Lanza numerosas púas al detectar peligro. En cuanto tiene ocasión, echa a rodar y se escapa.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/597.png
598,ferrothorn,planta,acero,iron-barbs,anticipation,110.0,1.0,Azota al enemigo con sus tres tentáculos y después dispara púas hasta que no deja ni rastro del rival.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/598.png
599,klink,acero,None,plus,minus,21.0,0.3,Genera la energía vital que necesita haciendo girar sus dos cuerpos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/599.png
600,klang,acero,None,plus,minus,51.0,0.6,"Muestra sus sentimientos cambiando la dirección de su giro. Cuanto más se enfade, más rápido girará.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/600.png
601,klinklang,acero,None,plus,minus,81.0,0.6,Recarga su energía rápidamente haciendo girar con gran celeridad el engranaje equipado con un núcleo rojo.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/601.png
602,tynamo,eléctrico,None,levitate,None,0.3,0.2,"La electricidad de uno solo es diminuta, pero, si multitud de Tynamo se conectan, consiguen la potencia de un rayo.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/602.png
603,eelektrik,eléctrico,None,levitate,None,22.0,1.2,"Se enrolla alrededor de su presa, la paraliza con la electricidad de sus marcas circulares y le asesta mordiscos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/603.png
604,eelektross,eléctrico,None,levitate,None,80.5,2.1,Pega la ventosa de su boca en su presa y la electrocuta con sus colmillos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/604.png
605,elgyem,psíquico,None,telepathy,synchronize,9.0,0.5,Posee un gran poder psíquico. Lo usa para comprimir el cerebro del enemigo y ocasionarle dolores de cabeza.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/605.png
606,beheeyem,psíquico,None,telepathy,synchronize,34.5,1.0,"Parece que se comunica haciendo brillar sus dedos tricolores, pero nadie ha conseguido descifrar aún su patrón.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/606.png
607,litwick,fantasma,fuego,flash-fire,flame-body,3.1,0.3,"Finge ser una luz guía en el camino, pero en realidad solo quiere absorber la energía vital de quien lo sigue.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/607.png
608,lampent,fantasma,fuego,flash-fire,flame-body,13.0,0.6,"Al absorber almas, su llama se enciende. Espera a que la gente fallezca, así que suele deambular por los hospitales.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/608.png
609,chandelure,fantasma,fuego,flash-fire,flame-body,34.3,1.0,"Sus llamas absorben el alma del enemigo y la abrasan, dejando solo su cuerpo inerte.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/609.png
610,axew,dragón,None,rivalry,mold-breaker,18.0,0.6,"Usa sus colmillos para romper las bayas que come. Estos se regeneran una y otra vez, por eso son tan fuertes y afilados.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/610.png
611,fraxure,dragón,None,rivalry,mold-breaker,36.0,1.0,Sus colmillos pueden hacer añicos rocas inmensas. Las luchas territoriales de los Fraxure son encarnizadas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/611.png
612,haxorus,dragón,None,rivalry,mold-breaker,105.5,1.8,"Es gentil, pero no perdona a todo el que ose invadir su territorio. Su mayor baza son sus colmillos, que cortan el acero.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/612.png
613,cubchoo,hielo,None,snow-cloak,slush-rush,8.5,0.5,"Siempre está con mucosidades colgando. Las aspira para hacer un movimiento, ya que son su materia prima para esto.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/613.png
614,beartic,hielo,None,snow-cloak,slush-rush,260.0,2.6,Adoran los mares gélidos del norte. Congelan su aliento para crear sendas por las que caminar sobre las aguas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/614.png
615,cryogonal,hielo,None,levitate,None,148.0,1.1,Nació entre nubes de nieve. Atrapa a sus presas con una cadena hecha de hielo cristalizado.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/615.png
616,shelmet,bicho,None,hydration,shell-armor,7.7,0.4,"Si está junto a Karrablast, y ambos reciben una descarga eléctrica, evolucionan los dos a la vez.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/616.png
617,accelgor,bicho,None,hydration,sticky-hold,25.3,0.8,Se siente ligero una vez liberado de su caparazón. Lucha y se mueve como un ninja.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/617.png
618,stunfisk,tierra,eléctrico,static,limber,11.0,0.7,Ni un pisotón de un luchador de sumo lo aplastaría gracias a su piel sólida. Sonríe al soltar descargas eléctricas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png
619,mienfoo,lucha,None,inner-focus,regenerator,20.0,0.9,La velocidad de sus ataques es su gran orgullo. Lo que le falta de fuerza bruta lo compensa en cantidad de golpes.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png
620,mienshao,lucha,None,inner-focus,regenerator,35.5,1.4,Usa el pelaje de sus brazos a manera de látigos. Sus ataques alcanzan velocidades de vértigo.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png
621,druddigon,dragón,None,rough-skin,sheer-force,139.0,1.6,Corre por estrechas cavernas y atrapa a sus presas con sus afiladas garras. La piel de la cara es más dura que una roca.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png
622,golett,tierra,fantasma,iron-fist,klutz,92.0,1.0,"Se mueve gracias a la energía que quema dentro de su cuerpo, pero el origen de esta energía es incierto.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/622.png
623,golurk,tierra,fantasma,iron-fist,klutz,330.0,2.8,"Al parecer, aquel que antaño lo creó le ordenó proteger a los Pokémon y a los humanos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/623.png
624,pawniard,siniestro,acero,defiant,inner-focus,10.2,0.5,"Su cuerpo está provisto de hojas afiladas. Cuando se desgastan, las afila con cantos rodados a la orilla del río.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png
625,bisharp,siniestro,acero,defiant,inner-focus,70.0,1.6,Un Pokémon temible que remata a su presa una vez que su séquito de Pawniard la ha debilitado e inmovilizado.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png
626,bouffalant,normal,None,reckless,sap-sipper,94.6,1.6,Embiste con la cabeza sin distinción. Su potencia es capaz de hacer descarrilar un tren en marcha.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/626.png
627,rufflet,normal,volador,keen-eye,sheer-force,10.5,0.5,Quiebra bayas con sus extremidades. Se enfrenta con valentía a todo enemigo por fuerte que este sea.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/627.png
628,braviary,normal,volador,keen-eye,sheer-force,41.0,1.5,Un valiente guerrero del cielo que no duda en luchar por sus compañeros por graves que sean sus heridas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/628.png
629,vullaby,siniestro,volador,big-pecks,overcoat,9.0,0.5,"No puede volar porque sus alas son muy pequeñas. Cuando va a evolucionar, se deshace de su calavera.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/629.png
630,mandibuzz,siniestro,volador,big-pecks,overcoat,39.5,1.2,"Vuela en círculos. Cuando avista una presa, la ataca y la transporta a su nido con suma facilidad.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/630.png
631,heatmor,fuego,None,gluttony,flash-fire,58.0,1.4,Usa su lengua de fuego para derretir la armadura de acero de los Durant y llegar así hasta su interior.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/631.png
632,durant,bicho,acero,swarm,hustle,33.0,0.3,"Actúan en grupo para expulsar de sus colonias a los Heatmor, sus depredadores naturales.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/632.png
633,deino,siniestro,dragón,hustle,None,17.3,0.8,"No ve, por eso va haciendo placajes y dando mordiscos a diestro y siniestro. Su cuerpo está plagado de heridas.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/633.png
634,zweilous,siniestro,dragón,hustle,None,50.0,1.4,"Sus dos cabezas se llevan fatal, y la que consigue comer más que la otra es la que lleva la voz cantante.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/634.png
635,hydreigon,siniestro,dragón,levitate,None,160.0,1.8,Las cabezas de sus dos brazos no tienen cerebro. Con sus tres cabezas destruye y devora todo a su paso.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/635.png
636,larvesta,bicho,fuego,flame-body,swarm,28.8,1.1,"Se dice que nació del sol. Al evolucionar, cubre su cuerpo con llamas que brotan de sus cuernos.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/636.png
637,volcarona,bicho,fuego,flame-body,swarm,46.0,1.6,"Cuando combate, despide escamas ardientes de sus seis alas y genera un mar ígneo a su alrededor.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/637.png
638,cobalion,acero,lucha,justified,None,250.0,2.1,Posee un cuerpo y un corazón de acero. Basta una mirada suya para que Pokémon violentos le obedezcan.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/638.png
639,terrakion,roca,lucha,justified,None,260.0,1.9,Su potencia al embestir es capaz de derribar las murallas de un castillo. Las leyendas hablan de sus proezas.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/639.png
640,virizion,planta,lucha,justified,None,200.0,2.0,Sus cuernos son hojas afiladas. Sacude a sus enemigos con sus relampagueantes movimientos y los reduce.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/640.png
641,tornadus,volador,None,prankster,defiant,63.0,1.5,"La parte inferior de su cuerpo, similar a una nube, está recubierta de un campo de energía. Vuela a 300 km/h.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/641.png
642,thundurus,eléctrico,volador,prankster,defiant,61.0,1.5,Lanza descargas eléctricas por las púas de su cola. Sobrevuela Teselia dejando caer rayos.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/642.png
643,reshiram,dragón,fuego,turboblaze,None,330.0,3.2,Pokémon legendario capaz de abrasar el mundo con sus llamas. Ayuda a quienes persiguen un mundo veraz.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/643.png
644,zekrom,dragón,eléctrico,teravolt,None,345.0,2.9,Pokémon legendario capaz de chamuscar el mundo con sus rayos. Ayuda a quienes persiguen un mundo de ideales.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/644.png
645,landorus,tierra,volador,sand-force,sheer-force,68.0,1.5,Lo consideran una deidad de las cosechas porque los cultivos crecen en abundancia en las tierras por las que pasa.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/645.png
646,kyurem,dragón,hielo,pressure,None,325.0,3.0,Pokémon legendario que aguarda al héroe que compense el vacío de su cuerpo de hielo con verdad e ideales.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png
